작업의뢰명,작업의뢰내용,시스템명,금전대고객구분
하이콜 대출상환이자처리 프로세스 처리 추가요건 요청,대출상환이차처리 프로세스중 금액한도 요건을 하이포탈과 동일하게 처리요청,보험계약대출팀,1
VOC조직별통계 세부내역 추출,VOC조직별통계 세부내역 추출,CM웹운영팀,0
점검명세 다운로드시 점검자란 신설,점검명세 다운로드시 점검자란 신설,완전판매지원팀,0
일반손사 기타서식 현행화,일반손사 기타서식 하이콜 현행화,고객서비스지원팀,2
특정설계사에 대한 계약정보(모니터링) 자료 요청,"1. 요청내용
   _ 특정설계사(112명) 완전판매 모니터링 관련 모니터링 실시 전화번호 (요청데이터시트 참조)
   _ 계약자 모니터링건 기준
2. 추출항목
  _ 대상계약 : 2021.7.1 ~ 2024.12.31 장기신계약
  _ 추출항목 : 각 계약번호별( 장기 1,338건 ) 완전판매모니터링 관련 모니터링 실시 전화번호
3. 완료요청일 : 2025. 2. 12 (수)",완전판매지원팀,3
‘DM제3주소‘ 버튼 제거,‘DM제3주소‘ 버튼 제거,고객서비스지원팀,0
고객만족도 데이터 보완작업,고객만족도 데이터 보완작업,고객서비스지원팀,2
통합민원조회 엑셀다운로드 컬럼 수정,통합민원조회 엑셀다운로드 컬럼 수정,소비자보호지원팀,0
손말이음센터 발신번호 표기추가,손말이음센터 발신번호 표기추가,고객서비스지원팀,0
하이콜 장기상세조회 문구 현행화,하이콜 장기상세조회 문구 현행화,고객서비스지원팀,0
민원조치 공동분배 콤보 내 조치자명 추가 요청,민원조치 공동분배 콤보 내 조치자명 추가 요청,소비자보호지원팀,0
하이콜 협력업체조회 영문 괄호 입력건 조회 개선,첨부기술서 참조,고객서비스지원팀,0
계약자 정보 종료처리 요청,"준법감시부 전자금융감독규정에 의거 계약자 정보 종료처리 요청
",완전판매지원팀,0
호전환 상세내역 개선,WFM 호전환 상세내역 개선,고객서비스지원팀,3
완판 마감후상담원메모 저장 버튼 수정,"1. 내용 : 완판 마감후상담원메모 저장 버튼 수정

           _ 이전차수에서 마감후저장버튼 저장불가 인식률 제고
",고객서비스지원팀,2
하이콜 사진이미지수신함 EDMS 속도 개선,하이콜 사진이미지수신함 EDMS 속도 개선,고객서비스지원팀,0
콜센터업무요청리스트 조회시 표출 조건 변경,콜센터업무요청리스트 조회시 표출 조건 변경,고객서비스지원팀,0
고객의견 접수내용 하이메신저 전송 개발건,고객의견 접수내용 하이메신저 전송 개발건,고객서비스지원팀,2
하이콜 입고지원명세 지역조회 신설,첨부기술서 참조,고객서비스지원팀,0
대외민원 제재현황 엑셀 조건 수정 작업,대외민원 제재현황 엑셀 조건 수정 작업,소비자보호지원팀,0
점검유형값 변경,점검유형값 변경,완전판매지원팀,0
점검대상건 합계숫자 수정,점검대상건 합계숫자 수정,완전판매지원팀,0
피보험자 모니터링 추출기준 실시간 변경,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,2
하이콜 갱신보험료 간편확인버튼 신규생성,하이콜 갱신보험료 간편확인버튼 신규생성,고객서비스지원팀,3
2024년 4분기 중대형대리점 상시감시지표 금감원 제출자료 요청,"1. 요청내용
  _ 중대형대리점 상시감시지표(완전판매 모니터링 통화성공건수 및 완전판매건수)
  _ 기간 : 2024년 1월 ~ 2024년 12월
  ※ 모니터링 일자 기준(계약일자 기준 아님)
2. 추출항목
  _ 대리점 코드별로 월별 통화성공건수 및 완전판매건수
3. 완료요청일 : 2025. 02. 05 (수)",완전판매지원팀,0
업무용 법인승용 배기량 그룹 변경 ,업무용 법인승용 배기량 그룹 변경 ,고객서비스지원팀,2
하이콜 화면 보험계약 대출 상환이자처리 화면 신규 개발,계약대출 가상계좌 대출상환이자 입금처리 관련 하이콜 신규화면 개발 및 기존화면 수정,보험계약대출팀,1
WFM 근무신청 개선,WFM 근무신청 개선,고객서비스지원팀,0
고객콜센터 업무 알림 개선,고객콜센터 업무 알림 개선,고객서비스지원팀,2
대외민원 평가소명기한초과건 평가상태 배치작업,대외민원 평가소명기한초과건 평가상태 배치작업,소비자보호지원팀,1
계약정보 테이블 상품코드 저장정보 수정,계약정보 테이블 상품코드 저장정보 수정,소비자보호지원팀,0
사전안내시 자동차건 대상건도 발송,자세한 내요은 첨부파일 참고 바랍니다,완전판매지원팀,2
통합민원조회 엑셀다운로드 컬럼 수정,통합민원조회 엑셀다운로드 컬럼 수정,소비자보호지원팀,0
점검대상건수 부족현상 보완,점검대상 건 모두 디스플레이 될 수 있도록 작업 요청(청약서류점검 전산개선 목록V1_1 퍼일의 1번),완전판매지원팀,0
상담품질 업무기술서,상담품질 업무기술서,고객서비스지원팀,0
하이카 입금표 및 카드승인 화면 현행화 (일반보험 분납 연동 화면),하이카 입금표 및 카드승인 화면 현행화 (일반보험 분납 연동 화면),고객서비스지원팀,3
하이콜시스템 일반대출 제증명서 개선,하이콜시스템 일반대출 제증명서 양식 대표이사명 변경요청,개인융자관리팀,1
조치내용 수정기능 신설,조치내용 수정기능 신설,완전판매지원팀,0
전문상담 등록개발 화면수정 (긴급 표시 여부),전문상담 등록개발 화면수정 (긴급 표시 여부),고객서비스지원팀,0
하이콜 SMS이력조회 속도개선,하이콜 SMS이력조회 속도개선,고객서비스지원팀,0
하이콜_보험료납입_상태값 추가,.,디지털기획파트,3
VOC 조치내용 자료추출_제지급금 관련,작업의뢰서 참고,소비자보호지원팀,0
e모니터링시 완전판매 조력자 연계IF 개발,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,3
마감종료 자동처리 전산반영,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,0
고장출동 고속도로관리 변경,업무기술서 참조/ 고장출동 고속도로관리 변경,고객서비스지원팀,0
조치결과 변경,작업의뢰서 참고,소비자보호지원팀,0
하이카 입금표 내 입금형태 현행화(수기카드 발생 등) ,하이카 입금표 내 입금형태 현행화(수기카드 발생 등) ,고객서비스지원팀,3
하이콜 일반배서화면 개발,하이콜 일반배서화면 개발/업무기술서 첨부,고객서비스지원팀,2
제도개선 화면 개선,제도개선 화면 개선,소비자보호지원팀,0
WFM 문서보안 업구레이드 데이터 정리 배치 작업," _ 모니터링통계 테스트 데이터 정리
 _ 업무실적통계 테스트 데이터 정리
 _ 기본급관리(하이카) 테스트 데이터 정리",고객서비스지원팀,0
완전판매 사원정보 현행 관리를 위한 추가 프로세스 개발,"1. 요청내용
1) 신완전판매 시스템 오픈 적용시작일자 이후 &gt; 현행유지근무자, 변경이력이 있는 지점별로 기준
2) 식별 가능한 사원정보의 ID값 현행 관리

2. 완료요청일 : 2025. 03. 17(월)",완전판매지원팀,3
장기보험 자동이체신청 동의 스크립트 개발,장기보험 자동이체신청 동의 스크립트 개발,고객서비스지원팀,1
자동차보험 출금(자동)이체 동의 스크립트 개발,자동차보험 출금(자동)이체 동의 스크립트 개발,고객서비스지원팀,0
일반보험 변경설계화면(분납입력) 현행화 ,일반보험 변경설계화면(분납입력) 현행화 ,고객서비스지원팀,3
일반보험 이체등록/변경/해지 화면 현행화 ,일반보험 이체등록/변경/해지 화면 현행화 ,고객서비스지원팀,2
장기 즉시이체 및 자동이체 개인정보동의 CTI 연결,장기 즉시이체 및 자동이체 개인정보동의 CTI 연결,고객서비스지원팀,1
하이콜 콜백 배정 시 로그인여부 체크 로직 개발,첨부기술서 참조,고객서비스지원팀,0
이상금융거래 개선,이상금융거래 개선,고객서비스지원팀,0
화면변경용_탬플릿_온라인메시지 리뉴얼,화면변경용_탬플릿_온라인메시지 리뉴얼,고객서비스지원팀,2
고장출동IC 추가 입력시 코드 변경,고장출동IC 추가 입력시 코드 변경,고객서비스지원팀,0
하이콜 보험계약대출 즉시이체신청 스크립트 개선,하이콜 보험계약대출 즉시이체신청 스크립트 개선,보험계약대출팀,3
자동차 즉시이체 및 자동이체 개인정보동의 CTI 연결,장기 즉시이체 및 자동이체 개인정보동의 CTI 연결,고객서비스지원팀,1
완판녹취보완리스트조회화면 리스트 정렬 순서 변경 요청,"완판녹취보완리스트조회화면 리스트 정렬 순서 변경 요청
업무기술서 참조",고객서비스지원팀,2
콜센터 화면 (대출 지급관련) 문구 변경,"콜센터 대출 지급 화면상 문구 변경
_ 화면 : [대출가능액 및 대출처리]
_ 변경전 : 대출지급 → 변경 후 : 대출요청",보험계약대출팀,3
조치내용 및 점검자 다운로드 부활,조치내용 및 점검자 다운로드 부활,완전판매지원팀,0
만족도조사 이중답변 처리방법 변경,만족도조사 이중답변 처리방법 변경,고객서비스지원팀,0
점검명세화면 대리점란 신설,점검명세화면 대리점란 신설,완전판매지원팀,0
제재 알림톡 발송 개선,자세한 내용은 첨부파일 참고 바랍니다.,완전판매지원팀,2
CRM바 內 이상금융거래탐지 정보 표기 및 화면 연동 개발,CRM바 內 이상금융거래탐지 정보 표기 및 화면 연동 개발,고객서비스지원팀,0
장기상세조회 화면 모니터링 결과값 수정,"as is :통화불능이나 정화번호 정확도로 표현됨
to be : 통화불능, 통화거부, 통화오류 의 세부항목으로 표현 필요",완전판매지원팀,0
완전판매 모니터링 완판건수 반영 개발 요청,"1. 작업명
_ 완전판매율(계약자) 및 e모니터링률(계약자) 화면의 통계 데이터(완판건수) 반영 요청

2. 요청내용
가. 대상계약(1차) : 2024.11.1 ~ 2024.2.28 장기신계약 / 계약리스트 시트 참조
나. 요청 내용
1) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 완전판매율(계약자) 통계상 완전판매 건수 반영
2) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 e모니터링률(계약자) 통계상 e모니터링실시건의 완전판매 건수 반영

3. 반영요청 화면
 완전판매율(계약자) 및 e모니터링률(계약자) 화면 등 / 통계현황 시트 참조

4. 완료요청일 : 2025. 03. 17(월)",완전판매지원팀,3
완전판매시스템 완전판매MASTER 업로드 연속 데이터별 별도 엠블럼 적용,완전판매MASTER 2~4연속 선정 대상 별도 엠블럼 적용,완전판매지원팀,3
제도개선 담당자 변경 알람 작업,제도개선 담당자 변경 알람 작업,소비자보호지원팀,0
대외민원 민원인명 수정 배치 작업,대외민원 민원인명 수정 배치 작업,소비자보호지원팀,0
WFM 고객센터 반차 프로세스 추가,WFM 고객센터 반차 프로세스 추가 (업무기술서 첨부),고객서비스지원팀,2
하이콜시스템 일반대출 즉시이체 스크립트 추가,하이콜시스템 내 일반대출 즉시이체 개인신용정보 동의 스크립트 신설,개인융자관리팀,1
후처리등록 시 동일조직에 배당되도록 로직 개선,후처리등록 시 동일조직에 배당되도록 로직 개선,고객서비스지원팀,0
"CM영업부,플랫폼운영부 코드 변경","CM영업부,플랫폼운영부 코드 변경",소비자보호지원팀,2
VOC시스템 인사정보 변경 반영 작업,VOC시스템 인사정보 변경 반영 작업,소비자보호지원팀,0
이상없음 원클릭처리,이상없음 원클릭처리,완전판매지원팀,0
WFM 문서보완 (솔루션 기술지원종료)업그레이드,WFM 문서보완 업그레이드,고객서비스지원팀,0
하이콜 전문상담화면 개발요청,하이콜 전문상담화면 개발요청,고객서비스지원팀,0
하이콜 전문상담화면 개발요청,하이콜 전문상담화면 개발요청,고객서비스지원팀,0
하이콜 보험계약대출 자동이체변경 스크립트 개선,하이콜 보험계약대출 즉시이체신청 스크립트 개선,보험계약대출팀,3
장기보험 즉시이체신청 개인정보처리 동의 스크립트 개발 ,장기보험 즉시이체신청 개인정보처리 동의 스크립트 개발 ,고객서비스지원팀,1
자동차보험 출금(즉시)이체 동의 스크립트 개발,자동차보험 출금(즉시)이체 동의 스크립트 개발,고객서비스지원팀,0
일반보험 CM계약의 경우 단순업무요청 등록불가 팝업 반영,일반보험 CM계약의 경우 단순업무요청 등록불가 팝업 반영,고객서비스지원팀,2
하이콜_KM화면관리_KM컨텐츠 현행화,하이콜_KM화면관리_KM컨텐츠 현행화/업무기술서 참조,고객서비스지원팀,0
하이콜시스템 스크립트 추가로 인한 ARS연동(CTI연결),하이콜시스템 즉시이체 및 자동이체 등록시 스크립트 추가로 인한 ARS연동(CTI연결),개인융자관리팀,0
조력자 대상 홈페이지 랜딩화면 및 연계 IF 개발,자세한 내용은 첨부파일 참고 바랍니다.,완전판매지원팀,2
VOC 게시판 조치우수사례 화면 수정요청,VOC 게시판 조치우수사례 화면 수정요청,소비자보호지원팀,0
하이콜 증권  이메일 발송 시 이중발송 수정,하이콜 증권  이메일 발송 시 이중발송 수정,고객서비스지원팀,2
하이콜 보험계약대출 자동이체 변경 및 즉시이체 스크립트 개선 ,하이콜 보험계약대출 자동이체 변경 및 즉시이체 스크립트 관련 CTI 연결 ,보험계약대출팀,3
하이콜 SMS문구관리 템플릿코드 검색 기능 추가,하이콜 SMS문구관리 템플릿코드 검색 기능 추가,고객서비스지원팀,0
CM 조직 조직코드 변경에 따른 전산반영 요청,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,2
하이콜시스템 자동이체변경 개인신용정보동의 스크립트 신설,하이콜시스템 일반대출화면 내 개인신용정보 동의 스크립트 추가(자동이체변경),개인융자관리팀,1
점검상세화면 조치기능 변경,점검상세화면 조치기능 변경,완전판매지원팀,0
완전판매 조력제도 신청 프로세스 개발,자세한 내용은 첨부파일 참고 바랍니다.,완전판매지원팀,3
완전판매 조력자 관련 알림 프로세스 개발,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,3
완판시스템 녹취보완 메뉴 신설,완판시스템 녹취보완 메뉴 신설,고객서비스지원팀,2
FAQ 수정등록시 최초 등록일 수정 안되게 반영,FAQ 수정등록시 최초 등록일 수정 안되게 반영,완전판매지원팀,0
통합민원조회 엑셀 다운로드시 컬럼 수정 작업,통합민원조회 엑셀 다운로드시 컬럼 수정 작업,소비자보호지원팀,0
완전판매 모니터링전체목록조회 항목 수정 요청,"1. 요청내용
_ ＂모니터링전체목록조회＂  엑셀파일 다운로드시 항목표시 반영
_ 본부,사업부,지점 및 하이플래너(사용인)별 조회 가능하게 요청
 _ 조회대상기간 : 제한없음(최소 직전 5년이상)
2. 완료요청일 : 2025. 03. 24(월)
",완전판매지원팀,3
고장출동 신규지정점 추가 배치개발,고장출동 신규지정점 추가 배치개발,고객서비스지원팀,0
완판녹취보안리스트조회 속도개선,완판녹취보안리스트조회 속도개선  / 업무기술서 참조,고객서비스지원팀,2
하이콜 완판 녹취보완 메뉴 신설,하이콜 완판 녹취보완 메뉴 신설,고객서비스지원팀,2
항목별 제재점수 반영 등,항목별 제재점수 반영 등,완전판매지원팀,0
태아확정 개인신용정보처리 동의 스크립트 개발,태아확정 개인신용정보처리 동의 스크립트 개발,고객서비스지원팀,2
WFM 콜센터 일별 콜현황 개선,WFM 콜센터 일별 콜현황 개선,고객서비스지원팀,0
청약서류점검 추출기준 변경,점검대상 추출시 청약확정전 계약은 추출대상에서 제외,완전판매지원팀,2
VOC 조치내용 자료추출,작업파일참고,소비자보호지원팀,0
"청약시메모 개선, 모니터링 전체 조회 화면 內 검색 개선"," 1) 청약시메모 작성 시, 조치등록 화면 외에 콜센터 업무요청에도 입력이 됨					
    → 모니터링 미진행 조치등록 화면에만 입력되도록 반영 필요					
 2) 모니터링 전체조회 화면 內 차수별 완전판매 조회시, 점검종료와 완전판매 상태값이 함께 조회 됨					
   → 완전판매는 완전판매만, 점검종료는 점검종료만 조회 되도록 반영 필요					
 3) 모니터링 전체조회 화면 內 취소대상(취종)으로 조회시, 취소대상(보완가능) 자동차 건 점검종료 취소완료 등 보임					
  → 취소대상(최종) 에 해당하는 건만  조회 되도록 반영 필요 (통화불능 통화거부 번호오 류)					
",완전판매지원팀,0
민원조치화면 요약표 수정 작업,민원조치화면 요약표 수정 작업,소비자보호지원팀,0
모니터링 상세내역 內 상담원 이름표기 방식 변경,"모니터링 상세내역 內 상담원 이름표기 방식 변경
as is : 홍길동
to be : 홍 * *",완전판매지원팀,0
장기손사 전문상담 상담요청 코드변경,"장기손사 전문상담 상담요청 코드변경
업무기술서 참조",고객서비스지원팀,0
자체 휴대폰본인인증 이력 적재,현대해상 자체 휴대폰 본인인증 시 인증이력 적재 ,고객서비스지원팀,2
플래너 인사정보 데이터 반영 개선,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,0
"청약확정시 불판 항목 보완완료시, 점검종료로 표시 필요","청약확정시 불판 항목 보완완료시, 점검종료로 표시 필요",완전판매지원팀,0
"CM영업부,플랫폼운영부 조치건 발송 배치 수정 작업","CM영업부,플랫폼운영부 조치건 발송 배치 수정 작업",소비자보호지원팀,2
하이포탈 SMS 발송화면 개선,"○ 수정사항
    _ AS_IS : 수신자 추가/삭제/편집 가능
    _ TO_BE : 수신자 추가/삭제/편집 불가 (호출한 화면에서 넘겨준 핸드폰번호로만 발송 가능)",고객서비스지원팀,2
청약서류점검 통계기준 변경,청약서류점검 통계기준 변경,완전판매지원팀,2
보유계약전환센터 문구 수정,"4.1부 DB마케팅부/실손전환센터 _&gt; 장기계약관리파트/보유계약관리센터 로 조직개편으로
문구 전면 수정요청",고객서비스지원팀,3
하이콜 팝업 보유계약센터 문구 수정,"4.1부 DB마케팅부/실손전환센터 _&gt; 장기계약관리파트/보유계약관리센터 로 조직개편으로
문구 전면 수정요청",고객서비스지원팀,2
하이카 임직원 한정특약 위배,하이카 임직원 한정특약 위배,고객서비스지원팀,3
대외민원 평가대상자 수정 배치 작업,대외민원 평가대상자 수정 배치 작업,소비자보호지원팀,1
"(CM)장기Ⅰ, (CM)장기Ⅱ 완판 &lt;최종&gt; 할당 데이터 프로세스 변경","(CM)장기Ⅰ, (CM)장기Ⅱ 완판 전차수의 조치유형 결과가 
&lt;확인대상(완료) : 번호오류, 통화불능, 통화거부&gt; 건만 &lt;최종&gt; 할당 데이터로 들어오도록 프로세스 변경 ",고객서비스지원팀,2
대리점 및 모집자 값 기준 변경,대리점 및 모집자 값 기준 변경,완전판매지원팀,0
WFM 보이는ARS(메뉴별) 개선,업무기술서 참조,고객서비스지원팀,0
콜품질평가 재평가신청 개선요청,콜품질평가 재평가신청 개선요청,고객서비스지원팀,1
완전판매 모니터링 완판건수 4차수 반영 개발 요청,"1. 작업명
_ 완전판매율(계약자) 및 e모니터링률(계약자) 화면의 통계 데이터(완판건수) 반영 요청

2. 요청내용
가. 대상계약(4차) : 2025.2.1 ~ 2024.4.30 장기신계약 / 계약리스트 시트 참조
나. 요청 내용
1) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 완전판매율(계약자) 통계상 완전판매 건수 반영
2) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 e모니터링률(계약자) 통계상 e모니터링실시건의 완전판매 건수 반영

3. 반영요청 화면
 완전판매율(계약자) 및 e모니터링률(계약자) 화면 등 / 통계현황 시트 참조

4. 완료요청일 : 2025. 04. 28(월)",완전판매지원팀,3
소비자보호실장 민원처리 전결 로직 수정 작업,소비자보호실장 민원처리 전결 로직 수정 작업,소비자보호지원팀,0
완전판매 사원정보 현행 관리를 위한 추가프로세스 개발,"1. 요청내용
1) 신완전판매 시스템 오픈 적용시작일자 이후 &gt; 현행유지근무자, 변경이력이 있는 지점별로 기준
2) 식별 가능한 사원정보의 ID값 현행 관리

2. 완료요청일 : 2025. 04. 07(월)",완전판매지원팀,3
대외민원 조치부서 처리기한 시간 작업,대외민원 조치부서 처리기한 시간 작업,소비자보호지원팀,0
휴대폰인증 이력조회 화면 개선,휴대폰 인증 이력 현대해상자체인증 이력 추가 ,고객서비스지원팀,0
장기증권재발행(업무예약등록) 화면 변경,"장기증권재발행(업무예약등록) 화면 내 &lt;상단의 전체 체크박스&gt; 안 보이도록 요청
/업무기술서 참조",고객서비스지원팀,2
완전판매 모니터링 완판건수 2차수 반영 개발 요청,"1. 작업명
_ 완전판매율(계약자) 및 e모니터링률(계약자) 화면의 통계 데이터(완판건수) 반영 요청

2. 요청내용
가. 대상계약(2차) : 2025.1.1 ~ 2024.3.31 장기신계약 / 계약리스트 시트 참조
나. 요청 내용
1) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 완전판매율(계약자) 통계상 완전판매 건수 반영
2) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 e모니터링률(계약자) 통계상 e모니터링실시건의 완전판매 건수 반영

3. 반영요청 화면
 완전판매율(계약자) 및 e모니터링률(계약자) 화면 등 / 통계현황 시트 참조

4. 완료요청일 : 2025. 04. 02(수)
",완전판매지원팀,3
통합고객등록조회화면 현행화,통합고객등록조회화면 현행화,고객서비스지원팀,2
장기 캠페인 상세화면 자동이체 청구결과 표시,장기 캠페인 상세화면 자동이체 청구결과 표시,고객서비스지원팀,3
모니터링 조치대상 알림톡 발송 대상 보완을 위한 로직 보완,자세한 내용은 첨부파일 참고 바랍니다.,완전판매지원팀,2
휴대폰인증정보 파일전송 배치 자체인증이력 제외,휴대폰인증정보 공통팀 파일전송 배치 현대해상 자체인증이력 제외,고객서비스지원팀,0
실시간제재 보완모니터링시 자동해제 반영 요청,"1)  보완대상 실시간 제재건의 보완 모니터링을 완료한경우, 점검종료는 반영되나 실시간제재 해제가 자동 반영되게 작업
2)  1차수에 완전판매확인서 스캔시에도 스캔인식이 되나, 최종차수에만 인식되게 변경",완전판매지원팀,0
콜센터 아웃바운드 관련화면 개인정보 마스킹요청 ,하이콜 아웃바운드 관련화면 고객 개인정보 마스킹처리 요청,보험계약대출팀,0
월별 안전운전점수 평가 후환급 추가 특별약관 조회화면 외 1건,월별 안전운전점수 평가 후환급 추가 특별약관 조회화면 외 1건,고객서비스지원팀,3
"하이콜 화면 개인정보 마스킹처리 (콜백관리, 녹취조회)",하이콜 화면 개인정보 마스킹처리 및 엑셀 다운로드 버튼 삭제,보험계약대출팀,0
완전판매 모니터링 완판건수 온라인 반영 개발 요청,"1. 작업명
_ 완전판매율(계약자) 및 e모니터링률(계약자) 화면의 통계 데이터(완판건수) 온라인 반영 요청

2. 요청내용
가. 대상계약 : 장기신계약 
나. 요청 내용
1) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 완전판매율(계약자) 통계상 완전판매 온라인 반영
2) ＂계약취소대상＂ 건 모니터링시행 결과값(점검종료)의 e모니터링률(계약자) 통계상 e모니터링실시건의 완전판매 온라인 반영

3. 반영요청 화면
 완전판매율(계약자) 및 e모니터링률(계약자) 화면 등 / 통계현황 시트 참조

4. 완료요청일 : 2025. 04. 23(수)",완전판매지원팀,3
계약상세회면 효도하는자녀 특약 클릭시 자녀정보 팝업 화면 신설,계약상세회면 효도하는자녀 특약 클릭시 자녀정보 팝업 화면 신설,고객서비스지원팀,3
하이콜 해지시 사망정보 팝업생성요청,하이콜 해지시 사망정보 팝업생성요청 (개인정보 기술서 수정처리 완료),고객서비스지원팀,2
점검기준화면 사업부 배치순서 변경,점검기준화면 사업부 배치순서 변경,완전판매지원팀,0
하이콜 계약대출 자동이체 개인(신용)정보처리 동의 스크립트 개발,계약대출 신규처리시  자동이체 개인(신용)정보처리 동의 스크립트 개발,보험계약대출팀,3
이상금융거래 조회권한 체크 추가,업무기술서 참조/ 이상금융거래 조회권한 체크 추가,고객서비스지원팀,0
대외민원 평가대상자 수정 배치 작업,대외민원 평가대상자 수정 배치 작업,소비자보호지원팀,1
조치대상 알림톡 타인발송 문제 개선,"자세한 내용은 첨부파일 참고 바랍니다
",완전판매지원팀,2
하이카 신규 고속도로 코드 증설 요청,"_ 기존 고속도로 코드 99개 등록
_ 신규 고속도로 등록을 위한 코드 증설 요청",고객서비스지원팀,0
하이카 사고접수 업무연락화면 오픈방식 변경,하이카 사고접수 업무연락화면 오픈방식 변경,고객서비스지원팀,2
2025년 1분기 중대형대리점 상시감시지표 금감원 제출자료 요청,"1. 요청내용
  _ 중대형대리점 상시감시지표(완전판매 모니터링 통화성공건수 및 완전판매건수)
  _ 기간 : 2024년 4월 ~ 2025년 3월
  ※ 모니터링 일자 기준(계약일자 기준 아님)
2. 추출항목
  _ 대리점 코드별로 월별 통화성공건수 및 완전판매건수
3. 완료요청일 : 2025. 04. 30 (수)",완전판매지원팀,0
모니터링조력제도건 관리자 컨트롤 권한 기능 개발,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,0
하이콜 화면 개인정보 마스킹처리 (기간별출금),콜센터 화면 개인정보 마스킹 요청(기간별출금),보험계약대출팀,0
통합고객조회 사망피보험자 조회시 사망정보팝업생성요청,통합고객조회 사망피보험자 조회시 사망정보팝업생성요청,고객서비스지원팀,2
"모니터링조력제도 보완,개선건 반영 요청",자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,0
단순업무요청 개선,업무기술서 참조/단순업무요청 개선,고객서비스지원팀,0
하이콜 화면 개인정보 마스킹처리 (장기),하이콜 화면 개인정보 마스킹처리 (장기),보험계약대출팀,0
손말이음센터 발신번호 표기 추가,"손말이음센터 발신번호 표기 추가
업무기술서 참조",고객서비스지원팀,0
모니터링 상세내역 內 IN OUT 이력 정보 반영(하이콜용),"※  콜센터에서 실제 이행된 IN / OUT 콜 정보 반영 			
    반영 화면1) 모니터링 상세내역  &gt; 모니터링채널  			
    반영 화면2) 모니터링 상세내역 &gt; 모니터링이력조회			
",완전판매지원팀,0
모니터링 상세내역 內 IN OUT 이력 정보 반영(완전판매 용),"※ 콜센터에서 실제 이행된 IN / OUT 콜 정보 반영 필요 			
    반영 화면1) 모니터링 상세내역  &gt; 모니터링채널  			
    반영 화면2) 모니터링 상세내역 &gt; 모니터링이력조회			
",완전판매지원팀,3
하이콜 휴면계약발생현황 신규개발,휴면계약 발생현황 및 송금계좌 등록화면 신규개발요청,고객서비스지원팀,0
하이워크(걸음수)할인특약 신설 외 2건,하이워크(걸음수)할인특약 신설 외 2건,고객서비스지원팀,3
WFM 일별 통화지표 개선,업무기술서 참조,고객서비스지원팀,0
계피상이건 완판데이터 장기계약리스트에 병합요청,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,2
자동차보험 블랙박스 최저가액 적용 변경 외 1건,자동차보험 블랙박스 최저가액 적용 변경 외 1건,고객서비스지원팀,0
플래너 및 설계사별 완전판매율 현황 데이터 요청,"1) 요청 내역 : 해당 기간별 플래너 및 설계사 완전판매율 현황 데이터
2) 관련 메뉴 : 통계 _ 완전판매율(계약자) _ 본부 _ 사업부 _ 지점 _ 담당자별
3) 보종 구분 : 장기
4) 계약일 : 2024.1.1~12.31",완전판매지원팀,3
계피상이건 관련 완판모니터링 데이터 추출,자세한 내용은 첨부파일 참고 바랍니다,완전판매지원팀,2
하이콜포탈 청약철회대상 조회시 대출전담콜센터 상담원 조회가능 요청," ■ 배경 및 목적					
     _ 하이콜포탈 청약철회대상 조회시 대출전담콜센터 상담원 조회가능 요청
 ○ 현행 : 대출전담콜센터(MN사번)상담원 청약철회대상조회 시 개인융자부 가능 팝업 알림
 ○ 변경 : 대출전담콜센터 상담원 청약철회대상 조회 시 조회가능
					
",보험계약대출팀,1
하이콜 입금처리시 가상계좌주와 계약자 일치여부 확인,하이콜 입금처리시 가상계좌주와 계약자 일치여부 확인 체크,보험계약대출팀,1
점검명세화면 조회기간 단축아이콘 변경,점검명세화면 조회기간 단축아이콘 변경,완전판매지원팀,0
자동차 우편물발송자 표기변경,업무기술서 참조,고객서비스지원팀,2
단체피보험자조회 서비스 변경 현행화 작업,단체피보험자조회 서비스 변경 현행화 작업,소비자보호지원팀,2
장기손사 전문상담 상담이력 개선,업무기술서 참조,고객서비스지원팀,0
VOC시스템 조치우수사례 조치자 표시 요청 ,HI_VOC _ 부가 _ 게시판 _ 조치우수사례 _ 등록 후 게시글 상세 페이지 _ 조치자 표시요청,소비자보호지원팀,0
하이카 입금표 내 입금형태 현행화(미수요청 등) ,하이카 입금표 내 입금형태 현행화(미수요청 등) ,고객서비스지원팀,1
하이콜 sms이력조회 기간설정 확대요청,하이콜 sms이력조회 기간설정 확대요청,고객서비스지원팀,0
